Drug_Index,MolWt,ExactMolWt,MolLogP,TPSA,HeavyAtomMolWt,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,NumAliphaticRings,HeavyAtomCount,FractionCSP3,MolMR,LabuteASA,MolSurf,emb_d1,emb_d2,emb_d3,emb_d4,emb_d5,emb_d6,emb_d7,emb_d8,emb_d9,emb_d10,emb_d11,emb_d12,emb_d13,emb_d14,emb_d15,emb_d16,emb_d17,emb_d18,emb_d19,emb_d20,emb_d21,emb_d22,emb_d23,emb_d24,emb_d25,emb_d26,emb_d27,emb_d28,emb_d29,emb_d30,emb_d31,emb_d32,emb_d33,emb_d34,emb_d35,emb_d36,emb_d37,emb_d38,emb_d39,emb_d40,emb_d41,emb_d42,emb_d43,emb_d44,emb_d45,emb_d46,emb_d47,emb_d48,emb_d49,emb_d50,emb_d51,emb_d52,emb_d53,emb_d54,emb_d55,emb_d56,emb_d57,emb_d58,emb_d59,emb_d60,emb_d61,emb_d62,emb_d63,emb_d64,emb_d65,emb_d66,emb_d67,emb_d68,emb_d69,emb_d70,emb_d71,emb_d72,emb_d73,emb_d74,emb_d75,emb_d76,emb_d77,emb_d78,emb_d79,emb_d80,emb_d81,emb_d82,emb_d83,emb_d84,emb_d85,emb_d86,emb_d87,emb_d88,emb_d89,emb_d90,emb_d91,emb_d92,emb_d93,emb_d94,emb_d95,emb_d96,emb_d97,emb_d98,emb_d99,emb_d100,emb_d101,emb_d102,emb_d103,emb_d104,emb_d105,emb_d106,emb_d107,emb_d108,emb_d109,emb_d110,emb_d111,emb_d112,emb_d113,emb_d114,emb_d115,emb_d116,emb_d117,emb_d118,emb_d119,emb_d120,emb_d121,emb_d122,emb_d123,emb_d124,emb_d125,emb_d126,emb_d127,emb_d128,emb_d129,emb_d130,emb_d131,emb_d132,emb_d133,emb_d134,emb_d135,emb_d136,emb_d137,emb_d138,emb_d139,emb_d140,emb_d141,emb_d142,emb_d143,emb_d144,emb_d145,emb_d146,emb_d147,emb_d148,emb_d149,emb_d150,emb_d151,emb_d152,emb_d153,emb_d154,emb_d155,emb_d156,emb_d157,emb_d158,emb_d159,emb_d160,emb_d161,emb_d162,emb_d163,emb_d164,emb_d165,emb_d166,emb_d167,emb_d168,emb_d169,emb_d170,emb_d171,emb_d172,emb_d173,emb_d174,emb_d175,emb_d176,emb_d177,emb_d178,emb_d179,emb_d180,emb_d181,emb_d182,emb_d183,emb_d184,emb_d185,emb_d186,emb_d187,emb_d188,emb_d189,emb_d190,emb_d191,emb_d192,emb_d193,emb_d194,emb_d195,emb_d196,emb_d197,emb_d198,emb_d199,emb_d200,emb_d201,emb_d202,emb_d203,emb_d204,emb_d205,emb_d206,emb_d207,emb_d208,emb_d209,emb_d210,emb_d211,emb_d212,emb_d213,emb_d214,emb_d215,emb_d216,emb_d217,emb_d218,emb_d219,emb_d220,emb_d221,emb_d222,emb_d223,emb_d224,emb_d225,emb_d226,emb_d227,emb_d228,emb_d229,emb_d230,emb_d231,emb_d232,emb_d233,emb_d234,emb_d235,emb_d236,emb_d237,emb_d238,emb_d239,emb_d240,emb_d241,emb_d242,emb_d243,emb_d244,emb_d245,emb_d246,emb_d247,emb_d248,emb_d249,emb_d250,emb_d251,emb_d252,emb_d253,emb_d254,emb_d255,emb_d256,emb_d257,emb_d258,emb_d259,emb_d260,emb_d261,emb_d262,emb_d263,emb_d264,emb_d265,emb_d266,emb_d267,emb_d268,emb_d269,emb_d270,emb_d271,emb_d272,emb_d273,emb_d274,emb_d275,emb_d276,emb_d277,emb_d278,emb_d279,emb_d280,emb_d281,emb_d282,emb_d283,emb_d284,emb_d285,emb_d286,emb_d287,emb_d288,emb_d289,emb_d290,emb_d291,emb_d292,emb_d293,emb_d294,emb_d295,emb_d296,emb_d297,emb_d298,emb_d299,emb_d300,emb_d301,emb_d302,emb_d303,emb_d304,emb_d305,emb_d306,emb_d307,emb_d308,emb_d309,emb_d310,emb_d311,emb_d312,emb_d313,emb_d314,emb_d315,emb_d316,emb_d317,emb_d318,emb_d319,emb_d320,emb_d321,emb_d322,emb_d323,emb_d324,emb_d325,emb_d326,emb_d327,emb_d328,emb_d329,emb_d330,emb_d331,emb_d332,emb_d333,emb_d334,emb_d335,emb_d336,emb_d337,emb_d338,emb_d339,emb_d340,emb_d341,emb_d342,emb_d343,emb_d344,emb_d345,emb_d346,emb_d347,emb_d348,emb_d349,emb_d350,emb_d351,emb_d352,emb_d353,emb_d354,emb_d355,emb_d356,emb_d357,emb_d358,emb_d359,emb_d360,emb_d361,emb_d362,emb_d363,emb_d364,emb_d365,emb_d366,emb_d367,emb_d368,emb_d369,emb_d370,emb_d371,emb_d372,emb_d373,emb_d374,emb_d375,emb_d376,emb_d377,emb_d378,emb_d379,emb_d380,emb_d381,emb_d382,emb_d383,emb_d384
0,358.4450000000001,358.179361324,3.8821200000000013,76.82,336.2690000000001,2,4,6,4,4,0,27,0.18181818181818182,107.67810000000001,157.75737039877825,777,0.13163285,0.07982947,-0.023200588,0.04866687,-0.18496747,0.04371334,-0.0076020802,-0.20281921,-0.21008368,0.12705724,-0.070118435,-0.14562842,-0.057768185,-0.10990063,0.14137478,0.15206712,0.27174363,0.09709143,0.27267247,-0.28084454,0.008141899,-0.05047169,-0.098024964,0.01036989,-0.3411628,0.00042251006,-0.094360426,-0.1012382,-0.07866886,-0.066244856,-0.19541639,0.13888226,0.11652908,-0.24541302,0.29501984,-0.16570441,0.14894746,0.0763254,-0.034284294,-0.007428649,0.13355243,0.011005137,0.11052625,0.08304161,-0.074072845,-0.2287303,-0.13240094,0.41094416,0.084313266,-0.028802728,-0.07116189,-0.030742537,0.15583496,-0.016459081,-0.40617862,0.2639048,-0.12767577,0.056592226,0.18413226,0.028259303,0.17592692,-0.14497143,0.14081962,-0.05590529,-0.18226178,0.13011363,-0.13051954,-0.16363405,-0.010692879,-0.3896955,0.13962564,0.21798033,0.060399853,-0.0010025142,0.13560462,1.6373643,0.0803966,-0.04111821,0.11686308,-0.3429918,0.17978887,-0.20659783,-0.20272256,0.46081698,-0.23967996,-0.17630483,0.19395083,-0.026626244,0.13025935,0.09603788,-0.062701955,0.2954204,0.15727437,0.034723196,-0.011095789,-0.1711028,0.29495868,-0.11590764,-0.19512367,0.09440412,0.014128844,0.096915565,-0.007887232,0.40061527,0.095875695,-0.107663244,0.009396394,0.21098047,0.2227765,0.04038393,0.33321363,-0.045412406,-0.10941699,0.17639695,0.31889164,-0.028177643,-0.06647091,-0.032091387,0.4616049,0.11892571,-0.34813365,0.03495762,-0.08424139,-0.036517426,-0.14753741,0.0642406,-0.15733752,-0.32279012,0.09869915,0.04396656,-0.18470457,-0.09271368,0.08705762,-0.0355685,-0.10724671,0.1532806,0.12820002,0.18531194,-0.11351844,0.034928296,-0.05647635,0.05606384,0.048978377,-0.01002749,-0.05458442,-0.017364351,0.008601246,0.00054949184,-0.057157192,-0.14772157,-0.05354937,0.21056424,-0.009242844,-0.055700157,-0.049328785,-0.10617652,-0.15617935,-0.05021905,0.13112357,0.069045685,0.022982128,0.09096866,-0.05854238,0.06435263,0.13822804,-0.20256338,-0.0767694,-0.023674887,0.22101744,-0.17589073,0.024744812,-0.022433076,0.34405726,0.21652561,-0.15545394,-0.09899801,-0.015712488,0.026330972,0.372114,0.16366795,-0.044612892,0.3653498,0.29067072,-0.26423144,0.25154203,-0.27870914,-0.094576865,0.0044135726,-0.21354245,0.1346792,-0.26814353,-0.05462725,-0.13022807,0.018734455,-0.28671503,0.11763203,-0.107111536,0.0719519,0.031474758,-0.28938684,-0.025484173,-0.15990935,-0.02960434,0.038809184,-0.20433392,-0.020658366,0.092655495,-0.1748831,0.096479446,-0.19234036,0.010633967,-0.21937801,0.027444197,0.074201375,-0.05543682,0.17640314,-0.14956944,-0.021639246,-0.09407646,0.042617783,0.1961174,0.30480576,0.016404048,0.026797188,-0.03904512,0.3056239,-0.19698662,-0.0011245698,-0.054006524,0.21175255,-0.04859723,0.03109686,0.023369873,0.39715105,-0.18443651,-0.078429945,-0.16290124,0.36497775,0.41716087,0.13839741,0.030420806,0.037518594,0.12095339,0.1470912,0.16808821,0.0077586337,0.2605108,0.026712945,0.11885478,-0.2399979,-0.094995715,-0.018643888,-0.0035189423,-0.106520526,-0.09946997,0.19180778,0.09379665,-0.041294865,0.43163103,0.43135935,-0.09205646,-0.023778912,-0.04378224,-0.08367794,-0.012903739,0.051220186,-0.3334035,-0.004320689,0.18322183,-0.044294566,-0.34699705,-1.562357,-0.09699135,0.078117065,-0.10750276,-0.095138334,-0.08869968,0.047201447,0.2000949,0.15778577,0.22807069,-0.038401417,0.398966,0.5140265,0.11354262,0.029408999,-0.18861434,-0.08518098,0.025011603,0.14253883,-0.17936045,-0.30349854,0.17247477,0.22991845,-0.04716892,0.1743247,-0.336181,-0.13003442,-0.002477539,0.15472354,-0.22481762,-0.015856111,0.23753627,0.02566791,-0.06338781,0.121603176,0.15468314,-0.024216522,-0.011746341,0.029919667,0.43481252,0.24237144,0.074162714,-0.21728519,0.06767905,0.17587383,-0.0607321,0.071324036,0.014203321,0.0663474,-0.17860247,-0.2579522,-0.26558593,-0.08140912,0.17872457,0.11786574,-0.14222598,-0.35762078,-0.08386572,0.29125893,0.11497034,-0.01735307,0.11401948,-0.05871226,-0.14338137,0.1492074,0.053102385,-0.19307032,0.15130296,0.012564162,0.045688458,0.123216525,0.10087637,-0.096477635,-0.24959567,0.123441964,-0.068301216,0.032264598,-0.26060766,-0.08907465,-0.328579,-0.011888159,0.018226791,0.17107098,-0.06274277,0.17646627,-0.052684262,0.048187565,-0.36966214,0.1442247,0.04237667,0.11047528,0.1723939,-0.06758124,-0.11482133,0.2632314,-0.10730662,0.085604355,0.00971942,-0.033839945,-0.0051276656,0.19331896,0.08349653,0.08356386,0.16089872,-0.10395292,0.11393117,0.14217001,0.23494877,0.045622677,-0.15221006,0.16739802,0.018298354,-0.010372093
1,560.6800000000003,560.220574504,5.856500000000006,106.16,528.4240000000002,2,9,7,6,5,1,40,0.3448275862068966,156.6093999999997,235.42746396203378,777,0.09004194,0.07361969,-0.13697699,0.1621959,-0.031176616,0.03393627,-0.071498886,-0.10399558,-0.17548724,0.12957363,0.0829758,0.025527867,0.019785846,-0.013860033,-0.0072384817,0.09093347,0.08268356,0.06620351,0.12372451,-0.08048951,0.030894991,-0.0060837297,-0.05304142,0.01228733,-0.12892613,0.03408537,-0.044706576,0.020899458,0.053821843,-0.013106123,-0.154889,-0.04100711,0.079471864,-0.15013018,0.25267178,-0.11536345,0.12909424,-0.06634683,0.0032486161,0.11145084,-0.016558746,-0.004353493,0.22352609,0.009197742,-0.015378521,-0.21686204,0.017289594,0.106891416,0.05378865,-0.019594226,-0.011475919,0.12126778,0.083632335,-0.022650858,-0.21582966,0.12612666,-0.19207335,-0.00699049,0.2525574,-0.12233548,0.038649596,-0.028170638,0.10926738,-0.069905646,-0.050976295,0.25399467,-0.17044058,-0.031821176,0.087165445,-0.33785298,-0.10849157,0.14375417,0.03699842,-0.06543673,0.08515483,1.4285764,0.00038764786,-0.022961607,0.08360873,-0.20013455,0.045945905,-0.119904794,-0.122316316,0.33208793,-0.13587706,-0.0919177,0.08203684,-0.033098537,0.21481772,0.075906,-0.119447805,0.1799634,0.09438935,0.11880328,0.00083886954,-0.026103819,0.14278796,0.010538293,-0.14192566,0.07102933,-0.03944648,0.1757753,0.12414613,0.16324084,0.111759424,-0.0348178,-0.01952435,0.06573191,0.16499089,0.008325882,0.065526225,-0.10816958,-0.001927922,0.13559821,0.10148601,0.057315767,-0.07462682,-0.01274322,0.33553785,0.03363144,-0.27967295,0.040098708,-0.15546866,-0.052438688,-0.02659798,-0.06970954,-0.040616862,-0.15125318,-0.0071268324,0.07640493,0.008620078,-0.09251033,0.20422493,0.0023014531,-0.14140047,0.10561454,0.09550227,0.06497318,0.05419495,0.019096134,-0.09541468,0.06902976,0.002334551,0.05462553,-0.040325418,-0.18612418,0.06252567,-0.07630057,0.05996496,-0.062731415,0.048292264,0.1539819,-0.084792376,-0.030709554,-0.060635567,-0.085349336,-0.10073066,-0.013772634,0.1488659,0.0883528,0.07503303,0.10015753,0.05606727,-0.006940549,0.13455911,-0.035812546,-0.094513364,-0.1205972,0.21303901,-0.26844835,0.0019967908,-0.015997097,0.10615985,0.12114603,-0.14824133,0.054309774,0.040481187,-0.008469473,0.09589918,0.18057999,0.011568684,0.32924074,0.20628455,-0.16539703,0.08808406,-0.13556573,-0.045097694,0.006586598,0.0064248294,0.09258648,-0.2661032,-0.085149676,-0.013481607,-0.055063017,-0.17726268,0.08482784,-0.21699013,0.037605897,0.028375583,-0.082660384,0.046244234,-0.019283555,0.054127898,-0.038574703,-0.011376318,-0.0020025123,0.18901661,0.013862284,-0.003428577,0.07120461,-0.048516095,-0.20126623,0.060512695,0.014775262,-0.005848711,0.074321896,-0.081206046,0.03163151,0.0033842702,0.10237289,0.010649774,0.14893574,0.08648308,0.03175234,-0.063048415,0.1868144,-0.11286348,-0.038417157,0.015366488,0.104648225,-0.051767834,-0.041602798,0.016989894,0.28365383,-0.14310001,-0.0202729,-0.17204283,0.21474709,0.2962118,0.07431887,0.0059491484,0.1645122,0.13037366,-0.014516988,0.08522196,-0.090626,0.06305519,0.16867386,0.059283976,-0.22057533,0.009115932,0.030290093,-0.028177597,-0.041058686,-0.043908257,0.17372572,0.10561242,-0.0008394382,0.15811434,0.21199934,0.019101296,0.012098481,0.029665459,-0.098549366,0.17090762,0.032795973,-0.17665225,0.08216037,0.0012169107,-0.14060664,-0.20502013,-1.2484609,0.20021094,0.052651953,-0.020355094,-0.010822171,-0.11543572,-0.0031356448,0.035620943,0.11269282,0.11666222,-0.02874967,0.23066466,0.1934118,0.085965775,-0.0026762153,-0.22733164,-0.030054195,-0.08980295,0.19780494,-0.06486246,-0.17753449,0.18340369,0.085429385,0.093115725,0.103467196,-0.23333694,-0.17285584,0.0028799227,0.052146103,-0.22300678,-0.11813105,0.17868759,0.08326648,-0.011905631,0.08549373,-0.004520623,-0.038514234,0.05797875,-0.01475253,0.2799691,0.16026068,0.030808609,-0.004237064,0.11787664,0.103864655,-0.03263192,0.002321106,0.025156543,0.007428145,-0.053057544,-0.08412935,-0.21017504,-0.045055095,0.13222638,-0.023947269,-0.1281476,-0.20307569,-0.17202128,0.2353576,0.16047594,0.06290729,0.2152497,-0.049331583,-0.1793671,0.090798885,-0.04795341,-0.14585122,-0.012208957,-0.053057935,-0.047861874,0.076807015,0.08804141,-0.10718755,-0.09789992,0.119653,-0.026325444,-0.058583774,-0.07744663,0.043558583,-0.1718386,0.0109547265,-0.019719405,0.19927645,-0.0582108,0.21366766,-0.05662884,0.023359416,-0.14546758,0.031205269,0.02009103,0.056645356,0.13937277,0.048996437,-0.061844893,0.2253811,-0.1329168,0.052773107,-0.007091,0.02205294,-0.019569643,0.16929138,0.02455159,0.11388319,-0.016826207,-0.11598931,-0.005453492,0.10287985,0.10621877,-0.1903222,0.04978865,0.152599,0.10630911,-0.025462877
2,529.5670000000002,529.2413078600001,5.110900000000004,94.65,499.3270000000002,3,7,8,4,3,1,38,0.34615384615384615,139.57109999999992,218.56940491351511,777,0.10620316,0.09541919,-0.14354877,0.11659438,-0.06949246,0.056311406,0.020194937,-0.068754174,-0.123643994,0.16067271,0.014817167,-0.0646174,-0.0810357,-0.13014594,0.13919231,0.08899159,0.18222862,0.12802051,0.21141271,-0.18119805,-0.01740502,0.010731804,-0.061789073,-0.010756814,-0.12423215,0.00020332594,-0.07404719,-0.011934991,0.022078594,-0.1404146,-0.12022649,0.052716628,0.09100773,-0.23629178,0.19931881,-0.14429823,0.22187392,0.004189922,-0.012238564,0.103748485,0.08385707,-0.07088077,0.17891057,0.032305956,-0.07179797,-0.1960042,-0.049489893,0.16552158,0.043310057,-0.022846129,-0.002911719,0.010577404,0.118353866,-0.024265856,-0.29484674,0.27281797,-0.18619286,0.048734777,0.17707819,0.0037444113,0.11053307,-0.09150166,0.06514669,-0.10459632,-0.07746017,0.11444869,-0.044177666,-0.13893844,0.1339025,-0.3181084,0.003295239,0.16830349,0.09156403,-0.031016653,0.11445105,1.5989962,0.066054605,0.055146262,0.132712,-0.21332936,0.20050864,-0.116706744,-0.17226702,0.3216408,-0.1617269,-0.050424345,0.101938084,-0.15851247,0.095322885,0.14948489,-0.15634596,0.20788914,0.0057370695,-0.0050600236,-0.11060817,-0.034554504,0.29698002,-0.030275326,-0.16102749,0.049274355,0.022432137,0.24302344,0.025750276,0.30365103,0.15752971,-0.091594815,0.004393712,0.14166015,0.12519376,-0.0844968,0.172877,0.008386617,-0.04118689,0.026131948,0.15025268,-0.019131055,0.02991886,0.08047312,0.35518914,-0.032552544,-0.3177036,0.029063676,-0.018309545,-0.008980606,-0.08283063,0.056842636,0.0029738836,-0.19744214,0.06255951,0.043515716,-0.024134919,-0.049686726,0.027529677,-0.0074547464,-0.12406995,0.11249025,0.07889493,0.09543947,-0.054126237,0.006544717,-0.035371825,0.034383237,-0.004651255,-0.020206397,-0.019131204,0.016853094,0.022460515,-0.0346494,0.043183863,0.005067331,0.0016507688,0.16527696,0.026814863,-0.07248111,-0.027500065,-0.04315422,-0.1688444,-0.029432433,0.11596489,-0.03820002,0.054468606,0.02959389,0.014300713,0.050188877,0.0030182756,-0.108320445,-0.09989513,-0.071082786,0.2506689,-0.1949453,-0.0043781027,0.011216834,0.17335391,0.18546103,-0.12769696,-0.0048188944,0.027521053,0.07638538,0.24728695,0.080897115,0.016825335,0.31648642,0.34208703,-0.1903626,0.06565967,-0.20955852,-0.0590858,0.016412467,-0.16959693,0.089625955,-0.23576342,-0.042910036,-0.09099066,0.084012054,-0.25814542,0.09895619,-0.0953777,0.06364725,0.05318637,-0.15711527,0.031474616,-0.07548547,-0.017356459,0.032248724,-0.06623824,-0.033002578,-0.00015022143,0.034111857,-0.055003617,-0.04636686,-0.07932524,-0.2635148,-0.04508184,-0.021612864,0.055294346,0.14611112,-0.023983756,-0.066480495,-0.093574926,0.05530166,0.058884807,0.1692429,-0.03373002,0.12149842,-0.085837014,0.24740024,-0.13883395,-0.0057274424,-0.006814461,0.1296874,-0.046109423,-0.019277385,0.0173405,0.35535842,-0.19668251,-0.06906808,-0.15706028,0.26766244,0.24601749,0.100588635,0.10749914,0.06393911,0.03334687,0.028283158,0.08116062,-0.07510267,0.14761119,0.03849639,0.14985248,-0.23750535,-0.018860083,-0.011894941,-0.012497909,-0.003217897,-0.039175563,0.16000953,0.04601382,0.036317017,0.25869402,0.25389272,0.08140338,0.024772173,0.017404614,-0.09155083,0.0838471,0.029003447,-0.30948818,0.052311815,0.17739072,-0.11858404,-0.24161315,-1.4145019,0.038819604,0.07133361,-0.100993834,-0.10416398,-0.01812747,0.045100372,0.05179198,0.18865049,0.1895816,-0.032828957,0.2399275,0.3912914,0.08329292,-0.02804068,-0.2203715,-0.014322316,0.03448249,0.11733813,-0.08487098,-0.17051883,0.18060818,0.16883613,0.11307469,0.12504682,-0.22198868,-0.1676521,-0.081804246,0.14499371,-0.14806035,-0.07324818,0.209044,0.039936658,-0.0839863,0.07327595,0.13344127,-0.0041003516,-0.03462573,-0.0003585171,0.27366096,0.07696583,0.03617654,-0.060560174,0.0111216195,0.18700519,-0.033381004,0.06392782,0.004797961,0.057893425,-0.20688966,-0.09923285,-0.2688032,-0.039887127,0.21124873,-0.03444553,-0.041231014,-0.3514169,-0.10770105,0.2754222,0.15429343,0.1459102,0.20070258,0.028045768,-0.16757451,0.16442072,0.00019037482,-0.23143384,0.051617052,-0.03869668,-0.0050462065,0.11737373,0.015732175,-0.063041486,-0.17363715,0.16258273,-0.051251058,0.06463587,-0.13787684,-0.049373318,-0.2330051,-0.059164606,-0.04324721,0.1788804,-0.012399684,0.15215965,-0.077066526,0.068514705,-0.2282761,0.021848565,0.00023811693,0.07387101,0.19571984,-0.06452463,-0.115378484,0.2423263,-0.094677046,0.0719497,-0.02305295,0.018292198,0.012464473,0.11784949,0.10866419,0.16744685,-0.02218669,-0.17430913,0.08831612,0.08231378,0.09025965,-0.16176483,-0.070393756,0.07407098,0.018669015,-0.023938974
3,382.2510000000001,381.07593014400004,2.4505999999999997,98.91,365.115,4,4,4,3,2,1,25,0.3125,96.3608,154.0136861478486,777,0.1404144,0.061416447,-0.05204356,0.104007356,-0.053464647,-0.024279801,-0.12827046,-0.07052069,-0.08706006,0.059449848,-0.027691938,-0.010265234,-0.007357082,-0.13532811,0.0025133581,0.11033485,0.124670245,0.024654316,0.22173132,-0.21743365,-0.053517386,-0.05927461,-0.09433597,0.055594057,-0.12506609,0.0050221863,-0.059688848,-0.08611631,-0.047581587,0.020697964,-0.08634701,0.05289999,0.12383763,-0.21387945,0.1854207,-0.10202504,0.06390607,0.04751663,-0.10884752,0.12865078,0.07634789,0.06417566,0.19884317,-0.032010127,0.09112227,-0.18505205,-0.11778592,0.13383658,0.043114576,0.042780634,0.006388689,-0.031377032,0.08920339,-0.001673162,-0.3479395,0.14414059,-0.09788862,-0.005644279,0.15431201,-0.09216267,0.105169475,-0.093006514,0.08327406,-0.052055344,-0.15142524,0.091975145,-0.13150364,-0.16364093,-0.027155226,-0.36254272,0.049982388,0.15993392,0.11500139,0.06304732,0.092652,1.635529,0.060397442,0.022746032,0.11880815,-0.29089904,0.055478826,-0.06245045,-0.1112624,0.29275686,-0.16542013,-0.070679165,0.13589765,-0.073472716,0.18006927,0.13618968,-0.09910309,0.2773694,0.11491412,0.12722136,-0.04170038,-0.09817373,0.2458179,-0.0029401009,-0.12463125,0.0043542534,0.07914989,0.14223538,0.0552108,0.28659174,0.10272753,-0.038752332,0.032029722,0.120476425,0.10682628,-0.046002302,0.08714529,0.0061365203,-0.07311388,0.1007553,0.25912598,-0.007173667,-0.02810207,-0.019654786,0.43191397,0.071621545,-0.27472147,-0.017981099,0.033837076,-0.05821907,-0.0799567,0.010156064,-0.083810925,-0.17669106,0.091465466,0.023559006,-0.041225884,-0.09955421,0.029513463,-0.009773332,-0.06586879,0.039271776,0.18589081,0.08497254,0.030108571,-0.004130904,-0.032720838,-0.0130748665,0.03738797,0.03203413,-0.10467561,-0.10090369,-0.008071484,-0.030445421,-0.057326242,-0.132282,-0.06831513,0.17820139,-0.015159084,-0.0041221143,-0.03703223,-0.088883854,-0.12035655,-0.021992788,0.16714144,0.033589464,0.041386403,0.02957803,-0.040001053,0.07840744,0.10782621,-0.11523119,-0.11351795,-0.06695894,0.20647983,-0.241731,-0.025914798,-0.06484448,0.19928396,0.15059038,-0.10643626,-0.010608763,0.07171189,0.10402161,0.1522577,0.15958273,0.052518446,0.32403418,0.21351732,-0.17874055,0.13450144,-0.18014829,-0.049142927,-0.036189232,-0.17724486,0.1337636,-0.16150503,-0.08006532,-0.1504329,0.036640536,-0.19536571,0.07356253,-0.09272418,-0.006400553,0.04182088,-0.12496074,-0.028041415,-0.011850526,0.14095362,0.08983678,-0.09358239,-0.037030116,0.0030006964,-0.123955525,0.073680155,0.022636333,-0.046123076,-0.14927708,-0.0038037288,0.011649852,0.11060331,0.13538839,-0.089755595,0.07991093,-0.006112031,0.00020628369,0.102113545,0.19277054,-0.02362089,0.10519857,-0.014335751,0.2901003,-0.09750233,-0.1367471,-0.012137816,0.11692929,0.0020904418,-0.0969393,0.08522117,0.32999408,-0.1632966,-0.14570694,-0.12527843,0.16684769,0.24280412,0.09520367,0.036729287,0.031813458,0.24885422,0.12528892,0.13914043,0.0077176937,0.0704149,0.04228775,0.15282905,-0.14107193,-0.016443118,0.023751223,0.055212136,-0.014326233,-0.09018177,0.18508506,0.07102194,0.02348434,0.17259286,0.30771288,0.032955404,-0.003757694,0.072968,-0.056666497,0.026772263,0.10120237,-0.24739482,0.07733113,0.057660688,-0.077508636,-0.20894502,-1.4632574,-0.040800113,0.021964805,-0.091243066,-0.030865818,-0.13253392,-0.0329543,0.05158462,0.11024762,0.14462286,-0.0048262053,0.3205905,0.34926632,0.053495903,0.05008023,-0.18339853,-0.026633823,0.0010028711,0.13407072,-0.10845978,-0.17525251,0.19150054,0.12609826,0.08314042,0.23331006,-0.29224923,-0.21098047,0.0538272,0.14421195,-0.21321969,-0.13705169,0.20575006,0.11368134,-0.14694457,0.18398918,0.049455095,0.03386413,-0.07236538,0.033891786,0.30402565,0.15247469,0.055925798,-0.064361066,0.029801557,0.12761515,-0.13839096,0.11167922,0.06754019,0.030508405,-0.111923814,-0.13266149,-0.1822912,-0.031046277,0.08048197,0.090558834,-0.06544911,-0.25902793,-0.10441667,0.2230045,0.11926798,-0.024071405,0.17570506,-0.100275196,-0.22445069,0.12772407,0.010860062,-0.13544329,0.055181157,-0.11106148,-0.034676325,0.05614235,0.10073345,-0.048477557,-0.2666216,0.20042408,-0.06912119,-0.014866553,-0.14147131,-0.011660207,-0.21795397,-0.08357621,-0.040562432,0.14979564,-0.031528633,0.21532892,-0.09870473,0.044595975,-0.20138963,0.084912516,-0.0045591337,0.04080684,0.124913864,-0.014583516,-0.14054199,0.24198748,-0.1205977,0.084058225,0.009545741,-0.06820918,0.021034794,0.14601155,0.12391684,0.066162534,0.05820385,0.02951129,0.028464459,0.06698628,0.23825987,-0.08315613,-0.048232093,0.20345362,-0.053155813,-0.07681107
